TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR.NAME.S.,SECT.MAX,SECT.ENRL,UG.SECT.ENRL,UP.SECT.ENRL,GR.SECT.ENRL,VS.SECT.ENRL,VU.SECT.ENRL,VG.SECT.ENRL,XLST.GROUP,XLST.MAX,XLST.ENRL,TTL.ENRL,TTL.SEATS.AVAIL,XLST.WITH,XLST.CRN,XLST.LEAD.DEPT,HAS_SYLLABUS,TERM_num
23_1,School of Humanities and Arts,Art History,HART,363,1,24370,SENSORIAL QUEERNESS,SEM,3,"Young, Olivia K.",13,10,10,0,0,0,0,0,,,NA,10,3,,,,Y,4
24_1,School of Humanities and Arts,Philosophy,PHIL,363,1,25237,ANCIENT MORAL PSYCHOLOGY,LEC,3,"Chen, Jie",30,4,4,0,0,0,0,0,,,NA,4,26,,,,N,6
24_1,School of Humanities and Arts,Religion,RELI,363,1,25306,JEWISH PHILOSOPHY,LEC,3,"Ogren, Brian E.",17,5,5,0,0,0,0,0,6S,34,5,5,29,RELI 567 001,25307,Religion,N,6
24_2,School of Humanities and Arts,Art History,HART,363,1,16707,SENSORIAL QUEERNESS,SEM,3,"Young, Olivia K.",15,11,8,0,1,0,1,1,,,NA,11,4,,,,N,7
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,363,1,26354,US NOVEL POST-WORLD WAR II,LEC,3,"Comer, Krista",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,8
25_2,School of Humanities and Arts,History,HIST,363,1,15082,ASTROBIOLOGY,LEC,3,"Campos, Luis A.; Solomon, Scott E.",108,10,10,0,0,0,0,0,J9,108,68,68,40,BIOS 363 001,15083,History,Y,9
21_2,School of Humanities and Arts,Art History,HART,364,1,14282,GENDER AND SEXUALITY IN FILM,SEM,3,"Oukaderova, Lida",15,12,12,0,0,0,0,0,3X,15,14,14,1,HART 564 001,14398,Art History,Y,1
23_1,School of Humanities and Arts,Art History,HART,364,1,24090,GENDER AND SEXUALITY IN FILM,SEM,3,"Oukaderova, Lida",12,12,12,0,0,0,0,0,0Z,12,12,12,0,HART 564 001,24091,Art History,Y,4
24_2,School of Humanities and Arts,Art History,HART,364,1,16708,GENDER AND SEXUALITY IN FILM,SEM,3,"Oukaderova, Lida",15,7,6,0,0,0,0,1,0E,15,13,13,2,HART 564 001,16709,Art History,N,7
24_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,364,1,17327,QUEER LITERARY CULTURES,LEC,3,"Thomsen, Carly A.",20,2,2,0,0,0,0,0,D9,20,8,8,12,ENGL 354 001,17129,English and Creative Writing,Y,7
22_1,School of Humanities and Arts,History,HIST,365,1,25146,WORLD ECONOMIC HISTORY,LEC,3,"Lopez Alonso, Moramay",19,1,1,0,0,0,0,0,D7,19,28,28,-9,ECON 365 001,25498,History,Y,2
24_1,School of Humanities and Arts,History,HIST,365,1,22965,WORLD ECONOMIC HISTORY,LEC,3,"Lopez Alonso, Moramay",25,3,3,0,0,0,0,0,D7,25,25,25,0,ECON 365 001,23221,History,Y,6
21_2,School of Humanities and Arts,History,HIST,366,1,13747,RIO DE JANEIRO,LEC,3,"Metcalf, Alida C.; El-Dahdah, Fares",19,7,6,0,1,0,0,0,C2,19,8,8,11,ARCH 366 001,14104,History,Y,1
22_1,School of Humanities and Arts,Art,ARTS,366,1,25277,SCULPTURE STUDIO,STU,3,"Lapinski, Lisa",10,11,11,0,0,0,0,0,G0,10,13,13,-3,ARCH 367 001,25278,Art,Y,2
22_1,School of Humanities and Arts,Art,FOTO,366,1,25440,ROAD TRIP PHOTOGRAPHY,STU,3,"Roykovich, JR",10,7,7,0,0,0,0,0,,,NA,7,3,,,,Y,2
23_1,School of Humanities and Arts,Art,ARTS,366,1,23053,SCULPTURE STUDIO,STU,3,"Tam, Kenneth",10,8,8,0,0,0,0,0,G0,10,8,8,2,ARCH 367 001,23054,Art,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,366,1,23891,DYLAN:MUSIC RACE ID USCULT,LEC,3,"Derrick, Scott S.",20,13,13,0,0,0,0,0,,,NA,13,7,,,,Y,4
23_2,School of Humanities and Arts,Art History,HART,366,1,15633,RADICAL BLACK THOUGHT IN ART,SEM,3,"Young, Olivia K.",15,8,7,0,0,0,0,1,,,NA,8,7,,,,N,5
24_1,School of Humanities and Arts,Art,ARTS,366,1,23053,SCULPTURE STUDIO,STU,3,"Tam, Kenneth",10,9,9,0,0,0,0,0,G0,10,9,9,1,ARCH 367 001,23054,Art,Y,6
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,366,1,16805,B. DYLAN: MUSIC POLITICS RACE,LEC,3,"Derrick, Scott S.",20,11,11,0,0,0,0,0,,,NA,11,9,,,,Y,7
25_1,School of Humanities and Arts,Art,ARTS,366,1,23053,SCULPTURE STUDIO,STU,3,"Lapinski, Lisa",10,8,7,0,1,0,0,0,G0,10,8,8,2,ARCH 367 001,23054,Art,Y,8
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,366,1,26355,NARRATIVES FREEDOM & UNFREEDOM,LEC,3,"Dunbar, Eve",25,4,4,0,0,0,0,0,,,NA,4,21,,,,Y,8
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,366,1,13738,THE GREAT DEPRESSION FILM&LIT,LEC,3,"Williamson, Clinton",35,8,8,0,0,0,0,0,,,NA,8,27,,,,Y,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,366,2,14678,STEPHEN KING READING CLUB,LEC,3,"Aranda, Jose F.",35,14,14,0,0,0,0,0,,,NA,14,21,,,,Y,9
21_2,School of Humanities and Arts,Art History,HART,367,1,14283,ARCHITECTURES POWER RESISTANCE,SEM,3,"Lopez Duran, Maria Fabiola; Emami, Farshid",15,8,8,0,0,0,0,0,3Y,15,10,10,5,HART 567 001,14399,Art History,Y,1
25_2,School of Humanities and Arts,Environmental Studies,ENST,367,1,14961,ENVIRONMENTAL SOCIOLOGY,LEC,3,"Silver, Joshua",30,5,5,0,0,0,0,0,G2,30,18,18,12,SOCI 367 001,14478,Sociology,Y,9
25_2,School of Humanities and Arts,Religion,RELI,367,1,14607,REPRESENTING THE DEVIL,SEM,3,"Fanger, Claire L.",20,1,1,0,0,0,0,0,0R,20,8,8,12,RELI 557 001,14608,Religion,Y,9
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,368,1,13712,LITERATURE & THE ENVIRONMENT,LEC,3,"Ram, Brenna M.",20,13,13,0,0,0,0,0,D3,20,19,19,1,ENST 368 001,14098,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,Environmental Studies,ENST,368,1,14098,LITERATURE & THE ENVIRONMENT,LEC,3,"Ram, Brenna M.",20,6,6,0,0,0,0,0,D3,20,19,19,1,ENGL 368 001,13712,English and Creative Writing,Y,1
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPPO,368,1,11288,LATIN AMERICAN SHORT FICTION,LEC,3,"Gonzalez-Stephan, Beatriz M.",15,7,7,0,0,0,0,0,,,NA,7,8,,,,Y,1
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,368,1,12902,LITERATURE & THE ENVIRONMENT,LEC,3,"Siu, Karen L.",20,9,9,0,0,0,0,0,D3,20,15,15,5,ENST 368 001,13227,English and Creative Writing,Y,3
22_2,School of Humanities and Arts,Environmental Studies,ENST,368,1,13227,LITERATURE & THE ENVIRONMENT,LEC,3,"Siu, Karen L.",20,6,6,0,0,0,0,0,D3,20,15,15,5,ENGL 368 001,12902,English and Creative Writing,Y,3
23_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPAN,368,1,15601,LATIN AMERICAN SHORT FICTION,LEC,3,"Cicerchia, Jose Pablo",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,5
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,368,1,25094,FANTASY & THE ENVIRONMENT,LEC,3,"Oakes, Megan K.",25,15,15,0,0,0,0,0,H0,25,16,16,9,ENST 368 001,25095,English and Creative Writing,Y,6
24_1,School of Humanities and Arts,Environmental Studies,ENST,368,1,25095,FANTASY & THE ENVIRONMENT,LEC,3,"Oakes, Megan K.",25,1,1,0,0,0,0,0,H0,25,16,16,9,ENGL 368 001,25094,English and Creative Writing,Y,6
24_2,School of Humanities and Arts,Asian Studies,ASIA,368,1,16988,THE AGE OF ISLAMIC EMPIRE,LEC,3,"Balabanlilar, Lisa A.",25,4,4,0,0,0,0,0,C1,25,22,22,3,HIST 368 001,16962,History,Y,7
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,368,1,16806,LITERATURE & THE ENVIRONMENT,LEC,3,"Morton, Timothy",25,9,9,0,0,0,0,0,I9,25,17,17,8,ENST 368 001,16807,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,Environmental Studies,ENST,368,1,16807,LITERATURE & THE ENVIRONMENT,LEC,3,"Morton, Timothy",25,8,8,0,0,0,0,0,I9,25,17,17,8,ENGL 368 001,16806,English and Creative Writing,Y,7
24_2,School of Humanities and Arts,History,HIST,368,1,16962,THE AGE OF ISLAMIC EMPIRE,LEC,3,"Balabanlilar, Lisa A.",25,18,18,0,0,0,0,0,C1,25,22,22,3,ASIA 368 001,16988,History,Y,7
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPAN,368,1,15601,LATIN AMERICAN SHORT FICTION,LEC,3,"Cicerchia, Jose Pablo",30,30,30,0,0,0,0,0,,,NA,30,0,,,,Y,7
25_1,School of Humanities and Arts,English and Creative Writing,ENGL,368,1,25094,FANTASY & THE ENVIRONMENT,LEC,3,"Schneider-Mayerson, Matthew J.",20,14,13,0,0,0,0,1,H0,20,18,18,2,ENST 368 001,25095,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,Environmental Studies,ENST,368,1,25095,FANTASY & THE ENVIRONMENT,LEC,3,"Schneider-Mayerson, Matthew J.",20,4,4,0,0,0,0,0,H0,20,18,18,2,ENGL 368 001,25094,English and Creative Writing,Y,8
25_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPAN,368,1,26132,LATIN AMERICAN SHORT FICTION,LEC,3,"Cicerchia, Jose Pablo",30,30,29,0,1,0,0,0,,,NA,30,0,,,,Y,8
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CLIC,369,1,24297,IC LANGUAGE IN INTERACTION,LEC,3,"Stasevicius, Maria L.",16,5,5,0,0,0,0,0,,,NA,5,11,,,,Y,2
23_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CLIC,369,1,22639,APPROACHES - INTERCULTURAL COM,LEC,3,"Stasevicius, Maria L.",20,20,20,0,0,0,0,0,,,NA,20,0,,,,Y,4
23_1,School of Humanities and Arts,English and Creative Writing,ENGL,369,1,23892,THE AMERICAN WEST & ITS OTHERS,LEC,3,"Comer, Krista",16,12,12,0,0,0,0,0,A5,16,16,16,0,SWGS 329 001,24053,English and Creative Writing,Y,4
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CLIC,369,1,22639,APPROACHES - INTERCULTURAL COM,LEC,3,"Stasevicius, Maria L.",28,26,26,0,0,0,0,0,,,NA,26,2,,,,Y,6
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,369,1,16808,THE AMERICAN WEST & ITS OTHERS,LEC,3,"Comer, Krista",20,5,5,0,0,0,0,0,J0,20,6,6,14,SWGS 329 001,16809,English and Creative Writing,Y,7
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CLIC,369,1,22639,APPROACHES - INTERCULTURAL COM,LEC,3,"Stasevicius, Maria L.",28,30,30,0,0,0,0,0,,,NA,30,-2,,,,Y,8
21_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,370,1,14357,INTRO TO TRAD CHINESE POETRY,LEC,3,"Qian, Nanxiu",19,1,1,0,0,0,0,0,D6,19,17,17,2,"ASIA 330 001, CHIN 330 001","14331, 14356",Asian Studies,Y,1
21_2,School of Humanities and Arts,Philosophy,PHIL,370,1,12802,SOCIAL & POLITICAL PHILOSOPHY,LEC,3,"Sher, George",30,12,12,0,0,0,0,0,,,NA,12,18,,,,Y,1
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPPO,370,1,12650,LATIN AMERICAN ILLNESS & LIT,LEC,3,"Heffes, Gisela",15,7,7,0,0,0,0,0,,,NA,7,8,,,,Y,1
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",FREN,370,1,14044,WOMEN IN TALES OF FANTASTIC,SEM,3,"Harter, Deborah A.",19,12,12,0,0,0,0,0,,,NA,12,7,,,,N,3
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPAN,370,1,14929,LATIN AMERICAN ILLNESS & LIT,LEC,3,"Heffes, Gisela",15,8,8,0,0,0,0,0,,,NA,8,7,,,,Y,3
23_1,School of Humanities and Arts,Philosophy,PHIL,370,1,23831,SOCIAL & POLITICAL PHILOSOPHY,LEC,3,"Sher, George",30,15,15,0,0,0,0,0,,,NA,15,15,,,,Y,4
24_1,School of Humanities and Arts,Philosophy,PHIL,370,1,23831,SOCIAL & POLITICAL PHILOSOPHY,LEC,3,"Sher, George",25,7,7,0,0,0,0,0,,,NA,7,18,,,,N,6
24_2,School of Humanities and Arts,Philosophy,PHIL,370,1,16623,SOCIAL & POLITICAL PHILOSOPHY,LEC,3,"Sher, George",25,11,11,0,0,0,0,0,,,NA,11,14,,,,Y,7
25_1,School of Humanities and Arts,Philosophy,PHIL,370,2,26613,SOCIAL & POLITICAL PHILOSOPHY,LEC,3,"Bruno-Niño, Teresa",31,28,28,0,0,0,0,0,,,NA,28,3,,,,Y,8
21_2,School of Humanities and Arts,Poverty Justice & Human Capab,PJHC,371,4,14343,"POVERTY, JUSTICE, CAPABILITIES",SEM,3,"Strassmann, Diana L.; Ward, Kerry R.",29,20,20,0,0,0,0,0,,,NA,20,9,,,,Y,1
22_1,School of Humanities and Arts,Asian Studies,ASIA,371,1,24156,CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",19,2,2,0,0,0,0,0,11,19,10,10,9,"HART 371 001, HART 571 001","24157, 24158",Asian Studies,Y,2
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,371,1,23726,CHICANO/A LITERATURE,LEC,3,"Martinez Abbud, Sophia N.",25,3,3,0,0,0,0,0,B1,25,22,22,3,"SPPO 354 001, SWGS 354 001","23727, 23728",English and Creative Writing,Y,2
22_1,School of Humanities and Arts,Art History,HART,371,1,24157,CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",19,8,8,0,0,0,0,0,11,19,10,10,9,"ASIA 371 001, HART 571 001","24156, 24158",Asian Studies,Y,2
22_2,School of Humanities and Arts,Poverty Justice & Human Capab,PJHC,371,1,13432,"POVERTY, JUSTICE, CAPABILITIES",SEM,3,"Strassmann, Diana L.",19,13,13,0,0,0,0,0,,,NA,13,6,,,,Y,3
22_2,School of Humanities and Arts,Poverty Justice & Human Capab,PJHC,371,2,14266,"POVERTY, JUSTICE, CAPABILITIES",SEM,3,"Strassmann, Diana L.",19,5,4,0,0,0,1,0,,,NA,5,14,,,,Y,3
23_1,School of Humanities and Arts,Asian Studies,ASIA,371,1,22581,HOW TO READ CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",12,4,4,0,0,0,0,0,B4,12,13,13,-1,HART 371 001,22582,Asian Studies,Y,4
23_1,School of Humanities and Arts,Art History,HART,371,1,22582,HOW TO READ CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",12,9,9,0,0,0,0,0,B4,12,13,13,-1,ASIA 371 001,22581,Asian Studies,Y,4
23_2,School of Humanities and Arts,Poverty Justice & Human Capab,PJHC,371,1,15673,"POVERTY, JUSTICE, CAPABILITIES",SEM,3,"Strassmann, Diana L.",30,17,17,0,0,0,0,0,,,NA,17,13,,,,Y,5
24_1,School of Humanities and Arts,Asian Studies,ASIA,371,1,22581,HOW TO READ CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",20,6,6,0,0,0,0,0,B4,20,11,11,9,HART 371 001,22582,Asian Studies,Y,6
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,371,1,25096,CHICANO/A LITERATURE,LEC,3,"Aranda, Jose F.",25,7,7,0,0,0,0,0,H1,25,10,10,15,"SPAN 396 001, SWGS 354 001","25097, 25098",English and Creative Writing,Y,6
24_1,School of Humanities and Arts,Art History,HART,371,1,22582,HOW TO READ CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",20,5,5,0,0,0,0,0,B4,20,11,11,9,ASIA 371 001,22581,Asian Studies,Y,6
25_1,School of Humanities and Arts,Asian Studies,ASIA,371,1,22581,HOW TO READ CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",20,10,10,0,0,0,0,0,B4,20,18,18,2,HART 371 001,22582,Asian Studies,Y,8
25_1,School of Humanities and Arts,Art History,HART,371,1,22582,HOW TO READ CHINESE PAINTING,LEC,3,"Huang, Shih-Shan S.",20,8,8,0,0,0,0,0,B4,20,18,18,2,ASIA 371 001,22581,Asian Studies,Y,8
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,371,1,14679,CHICANO/A LITERATURE,LEC,3,"Aranda, Jose F.",25,9,9,0,0,0,0,0,B9,25,13,13,12,"SPAN 396 001, SWGS 354 001","14590, 14727",English and Creative Writing,Y,9
25_2,School of Humanities and Arts,Philosophy,PHIL,371,1,14857,SOCIAL & POLITICAL PHIL 60'S,LEC,3,"Bruno-Niño, Teresa",20,22,22,0,0,0,0,0,,,NA,22,-2,,,,Y,9
21_2,School of Humanities and Arts,Asian Studies,ASIA,372,2,14413,CHINESE ART AND VISUAL CULTURE,SEM,3,"Huang, Shih-Shan S.",19,4,4,0,0,0,0,0,L1,19,9,9,10,"HART 372 002, MDEM 373 002","14412, 14414",Art History,Y,1
21_2,School of Humanities and Arts,Art History,HART,372,2,14412,CHINESE ART AND VISUAL CULTURE,SEM,3,"Huang, Shih-Shan S.",19,5,5,0,0,0,0,0,L1,19,9,9,10,"ASIA 372 002, MDEM 373 002","14413, 14414",Art History,Y,1
21_2,School of Humanities and Arts,History,HIST,372,1,13748,IMMIGRATION AND THE STATE,LEC,3,"Cohen, Gerard D.",19,8,8,0,0,0,0,0,,,NA,8,11,,,,Y,1
22_2,School of Humanities and Arts,Asian Studies,ASIA,372,1,13493,CHINESE ART AND THE WORLD,SEM,3,"Huang, Shih-Shan S.",19,1,1,0,0,0,0,0,L1,19,16,16,3,"HART 372 001, MDEM 373 001","13492, 13494",Asian Studies,Y,3
22_2,School of Humanities and Arts,English and Creative Writing,ENGL,372,1,13987,ASIAN AMERICAN LITERATURE,SEM,3,"Wood, Alden S.",20,20,20,0,0,0,0,0,,,NA,20,0,,,,Y,3
22_2,School of Humanities and Arts,Art History,HART,372,1,13492,CHINESE ART AND THE WORLD,SEM,3,"Huang, Shih-Shan S.",19,15,15,0,0,0,0,0,L1,19,16,16,3,"ASIA 372 001, MDEM 373 001","13493, 13494",Asian Studies,Y,3
22_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,372,1,14328,VICTORIAN FICTION,LEC,3,"Michie, Helena",20,1,1,0,0,0,0,0,B8,20,5,5,15,ENGL 342 001,14225,English and Creative Writing,N,3
23_2,School of Humanities and Arts,History,HIST,372,1,15509,IMMIGRATION AND THE STATE,LEC,3,"Cohen, Gerard D.",25,8,8,0,0,0,0,0,,,NA,8,17,,,,N,5
23_2,School of Humanities and Arts,Humanities Division,HUMA,372,1,15507,GERMAN FAIRY TALE: OLD & NEW,LEC,3,"Brook, Mary Grayson",20,8,8,0,0,0,0,0,B9,25,12,12,13,GERM 326 001,15458,"Modern Classic Lang, Lit, Cult",Y,5
23_2,School of Humanities and Arts,Philosophy,PHIL,372,1,15797,HIST SOCIAL & POLITICAL PHILOS,LEC,3,"Heisenberg, Lars T.",30,20,20,0,0,0,0,0,,,NA,20,10,,,,Y,5
24_1,School of Humanities and Arts,English and Creative Writing,ENGL,372,1,25099,ASIAN AMERICAN LITERATURE,SEM,3,"Srinivasan, Ragini Tharoor",35,32,32,0,0,0,0,0,,,NA,32,3,,,,Y,6
24_2,School of Humanities and Arts,Asian Studies,ASIA,372,1,16506,CHINESE ART AND THE WORLD,SEM,3,"Huang, Shih-Shan S.",25,14,14,0,0,0,0,0,C0,25,18,18,7,"HART 372 001, MDEM 373 001","16507, 16508",Asian Studies,Y,7
24_2,School of Humanities and Arts,Art History,HART,372,1,16507,CHINESE ART AND THE WORLD,SEM,3,"Huang, Shih-Shan S.",25,4,4,0,0,0,0,0,C0,25,18,18,7,"ASIA 372 001, MDEM 373 001","16506, 16508",Asian Studies,Y,7
24_2,School of Humanities and Arts,Humanities Division,HUMA,372,1,15507,GERMAN FAIRY TALE: OLD & NEW,LEC,3,"Brook, Mary Grayson",28,17,16,0,0,0,0,1,B9,28,28,28,0,GERM 326 001,15458,"Modern Classic Lang, Lit, Cult",Y,7
24_2,School of Humanities and Arts,"Stdy of Women, Gender, & Sxlty",SWGS,372,1,16803,VICTORIAN FICTION,LEC,3,"Michie, Helena",25,1,1,0,0,0,0,0,I7,25,13,13,12,ENGL 342 001,16802,English and Creative Writing,Y,7
25_1,School of Humanities and Arts,Philosophy,PHIL,372,1,26332,HIST SOCIAL & POLITICAL PHILOS,LEC,3,"Heisenberg, Lars T.",30,18,17,0,0,0,1,0,,,NA,18,12,,,,Y,8
25_2,School of Humanities and Arts,Asian Studies,ASIA,372,1,13479,CHINESE ART AND THE WORLD,SEM,3,"Huang, Shih-Shan S.",25,6,6,0,0,0,0,0,C0,25,13,13,12,"HART 372 001, MDEM 373 001","13480, 13481",Asian Studies,Y,9
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,372,1,14680,ASIAN AMERICAN LITERATURE,SEM,3,"Lundquist, Jacob M.",25,10,10,0,0,0,0,0,,,NA,10,15,,,,Y,9
25_2,School of Humanities and Arts,Art History,HART,372,1,13480,CHINESE ART AND THE WORLD,SEM,3,"Huang, Shih-Shan S.",25,6,6,0,0,0,0,0,C0,25,13,13,12,"ASIA 372 001, MDEM 373 001","13479, 13481",Asian Studies,Y,9
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",SPAN,372,1,14819,REPRO & MAT HEALTH IN LAT AM,LEC,3,"Branigan, Claire",30,28,28,0,0,0,0,0,,,NA,28,2,,,,Y,9
21_2,School of Humanities and Arts,Philosophy,PHIL,373,1,14404,PHILOSOPHY OF LAW,LEC,3,"Keyes, Evelyn V.",18,12,12,0,0,0,0,0,,,NA,12,6,,,,Y,1
22_1,School of Humanities and Arts,English and Creative Writing,ENGL,373,1,25347,SURVEY OF AMER FILM & CULTURE,SEM,3,"Aranda, Jose F.",100,61,58,0,0,0,0,3,A7,100,105,105,-5,"HART 380 001, FILM 373 001","25442, 25466",English and Creative Writing,Y,2
22_1,School of Humanities and Arts,Art,FILM,373,1,25466,SURVEY OF AMER FILM & CULTURE,SEM,3,"Aranda, Jose F.",100,23,23,0,0,0,0,0,A7,100,105,105,-5,"ENGL 373 001, HART 380 001","25347, 25442",English and Creative Writing,Y,2
22_1,School of Humanities and Arts,Humanities Division,HUMA,373,901,25480,NEW GERM FILM: HITLER'S CINEMA,LEC,3,"Blumenthal-Barby, Martin",19,1,0,0,0,0,1,0,C5,19,14,14,5,"GERM 338 901, SWGS 361 901","25207, 25481","Modern Classic Lang, Lit, Cult",Y,2
22_2,School of Humanities and Arts,History,HIST,373,1,14015,19TH C SOC/POLITICAL THOUGHT,LEC,3,"Caldwell, Peter C.",100,32,31,0,0,0,1,0,,,NA,32,68,,,,Y,3
22_2,School of Humanities and Arts,Philosophy,PHIL,373,1,13485,PHILOSOPHY OF LAW,LEC,3,"Keyes, Evelyn V.",18,15,15,0,0,0,0,0,,,NA,15,3,,,,Y,3
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,373,1,15292,SURVEY OF AMER FILM & CULTURE,SEM,3,"Wilson, Clinton E.",25,11,11,0,0,0,0,0,B4,25,25,25,0,"FILM 373 001, HART 380 001","15493, 15494",English and Creative Writing,Y,5
23_2,School of Humanities and Arts,Art,FILM,373,1,15493,SURVEY OF AMER FILM & CULTURE,SEM,3,"Wilson, Clinton E.",20,7,7,0,0,0,0,0,B4,25,25,25,0,"ENGL 373 001, HART 380 001","15292, 15494",English and Creative Writing,Y,5
23_2,School of Humanities and Arts,Philosophy,PHIL,373,1,13485,PHILOSOPHY OF LAW,LEC,3,"Schwarz, Michael S.",50,37,37,0,0,0,0,0,,,NA,37,13,,,,Y,5
24_2,School of Humanities and Arts,History,HIST,373,1,16778,19TH C SOC/POLITICAL THOUGHT,LEC,3,"Caldwell, Peter C.",50,23,23,0,0,0,0,0,,,NA,23,27,,,,Y,7
25_1,School of Humanities and Arts,Philosophy,PHIL,373,1,26612,PHILOSOPHY OF LAW,LEC,3,"Bruno-Niño, Teresa",30,25,25,0,0,0,0,0,,,NA,25,5,,,,Y,8
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,373,1,14681,SURVEY OF AMER FILM & CULTURE,SEM,3,"Williamson, Clinton",35,7,7,0,0,0,0,0,D6,35,10,10,25,"FILM 373 001, HART 380 001","14724, 14725",English and Creative Writing,Y,9
25_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,373,1,13481,CHINESE ART AND THE WORLD,SEM,3,"Huang, Shih-Shan S.",25,1,1,0,0,0,0,0,C0,25,13,13,12,"ASIA 372 001, HART 372 001","13479, 13480",Asian Studies,Y,9
25_2,School of Humanities and Arts,Philosophy,PHIL,373,1,14468,PHILOSOPHY OF LAW,LEC,3,"Bruno-Niño, Teresa",30,30,30,0,0,0,0,0,,,NA,30,0,,,,Y,9
22_1,School of Humanities and Arts,History,HIST,374,1,25147,"JEWISH HISTORY, 1500-1948",LEC,3,"Farah, Daniella L.",19,11,11,0,0,0,0,0,,,NA,11,8,,,,Y,2
22_2,School of Humanities and Arts,Art History,HART,374,1,14182,ART OF THE FRENCH REVOLUTION,SEM,3,"Costello, Robert L.",24,15,15,0,0,0,0,0,0P,30,17,17,13,HART 574 001,14183,Art History,Y,3
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,374,1,17374,QUEER CINEMA,SEM,3,"Dango, Michael",25,2,1,0,0,0,1,0,,,NA,2,23,,,,Y,7
25_2,School of Humanities and Arts,English and Creative Writing,ENGL,374,1,14083,FILMS OF ALFRED HITCHCOCK,SEM,3,"Snow, Edward A.",12,10,10,0,0,0,0,0,,,NA,10,2,,,,Y,9
21_2,School of Humanities and Arts,English and Creative Writing,ENGL,375,1,12186,FILM AND LITERATURE,SEM,3,"Snow, Edward A.",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,1
22_1,School of Humanities and Arts,Art History,HART,375,1,25027,LATIN-EUROPE/LATIN-AMERICA,SEM,3,"Lopez Duran, Maria Fabiola",15,1,1,0,0,0,0,0,1,15,3,3,12,"ARCH 375 001, ARCH 675 001, HART 675 001","25028, 25029, 25030",Art History,N,2
22_2,School of Humanities and Arts,Religion,RELI,375,1,14084,EPIPHANIES,SEM,3,"Brennan, Marcia G.",12,5,5,0,0,0,0,0,A8,12,12,12,0,HART 328 001,14085,Religion,Y,3
23_2,School of Humanities and Arts,Religion,RELI,375,1,15557,EPIPHANIES,SEM,3,"Brennan, Marcia G.",12,7,7,0,0,0,0,0,C7,12,11,11,1,HART 328 001,15570,Religion,Y,5
24_2,School of Humanities and Arts,Religion,RELI,375,1,15557,EPIPHANIES,SEM,3,"Brennan, Marcia G.",12,5,5,0,0,0,0,0,C7,12,15,15,-3,HART 328 001,15570,Religion,Y,7
